X1,comm,n_sp,n_tr,FDpg,FDw,FDwcomm,qual.FD,nbsp,sing.sp,FRic,qual.FRic,FEve,FDiv,FDis,RaoQ,CWM.Seed_mass,CWM.Height,CWM.LDMC,CWM.SLA,CWM.Leaf_nitrogen,CWM.Leaf_area,CWM.Leaf_phosphorus
site1195679,5250,46,7,5.210447771869848,5.210447771869848,5.210447771869848,0.6677380643333702,46,46,27.322687896540458,0.6633918675346904,0.8646036324129599,0.6924504937491045,2.3441298873093803,6.308133339950278,-1.5149565762713009,-0.40775967851682293,0.11970533425986205,-0.07659240816482564,-0.03135013738994717,-0.5706639025808143,-0.024742491021214324
site1195873,5251,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.12783337150988489,0.5817056282924836,0.5830874975455405,-1.218550943260172,-0.29125721704440827,0.20482469269445852,-2.0548192659086477
site1196090,5252,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.9093610889542463,3.6456597680125546,-0.30352627732717813,0.5653205034685032,0.4986455647272875,0.26670018482054225,-0.31107589697251226,0.05848657149714432,-0.8802494215529519
site1196294,5253,62,7,6.819118348670984,6.819118348670984,6.819118348670984,0.6677380643333702,62,62,32.27169049835702,0.6633918675346904,0.874428741176442,0.7101639809244564,2.4636530049332603,6.884975254742371,-1.5329516234338387,-0.36397433207289087,0.021162380495554016,0.04721347649843847,0.04008800679156883,-0.37007240443830364,0.04512708666247988
site1196491,5254,57,7,6.322205677285051,6.322205677285051,6.322205677285051,0.6677380643333702,57,57,34.22183560399859,0.6633918675346904,0.8528092528664928,0.6893013230308541,2.400412778244698,6.785189447459117,-1.4303896113480237,-0.404051310988058,0.014912794073769865,0.004384138712568474,-0.023548065247761523,-0.4912758768281009,-0.009840476566107575
site1196684,5255,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.12783337150988489,0.5817056282924836,0.5830874975455405,-1.218550943260172,-0.29125721704440827,0.20482469269445852,-2.0548192659086477
site1196894,5256,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-1.8898117000109338,1.529804399425537,0.8746061390920933,-0.6238165124148061,0.9944901452734487,1.091166684464792,0.8746653213097477
site1197099,5257,22,7,3.3990883313394447,3.3990883313394447,3.3990883313394447,0.6677380643333702,22,22,20.206756930014826,0.6633918675346904,0.9002010189847648,0.675319767387442,2.4753033897970607,6.9803726312906065,-1.38591273902818,-0.39502789189839743,-0.09205161118212489,0.04166010390047394,0.19943876931729815,-0.5389176344015288,0.0821281658431819
site1197294,5258,73,7,8.306544604455912,8.306544604455912,8.306544604455912,0.6677380643333702,73,73,41.397675985044124,0.6633918675346904,0.866904639632455,0.6907301782864301,2.5567125192771525,7.696392324543605,-1.4079585230863225,-0.2814660231479872,0.004998069760718977,0.025960584431599255,0.033622246820442334,-0.29270586787920083,0.011598759861006395
site1197489,5259,24,7,3.5608487768040575,3.5608487768040575,3.5608487768040575,0.6677380643333702,24,24,16.586125189773576,0.6633918675346904,0.8710587980994944,0.738986138572097,2.362737448478739,6.117401418645977,-1.3483620131254717,0.04492410849862014,-0.1568597240518062,0.11199750520124792,0.07486252895318113,0.22611986479987717,0.17344865580650912
site1197692,5260,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-3.506557897319982,-0.4802457334145611,2.2149559212828698,-1.279671747142207,-1.5370074369666613,-1.5138704721029264,-1.2224022686164764
site1197900,5261,21,7,3.145625960084324,3.145625960084324,3.145625960084324,0.6677380643333702,21,21,30.375503828581483,0.6633918675346904,0.864347271149965,0.7536829103515196,2.782219368525728,8.729738977801993,-1.0214086338619772,0.298032741809655,-0.3074124643765639,0.34189593543719665,0.1318780922498744,0.2960627657855308,0.45977519340113177
site1198096,5262,2,7,0.589717432550952,0.589717432550952,0.589717432550952,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.4731690791240586,2.1702271356872296,-0.293609633828765,0.050729947438961254,0.14107482778373495,-0.5418960962155589,0.6329557836283617,0.06509805828115658,-1.4769957568291123
site1198292,5263,6,7,1.23226992082699,1.23226992082699,1.23226992082699,0.6677380643333702,6,6,5.999835574079287,0.6633918675346904,0.8633400616179734,0.692137271359027,2.139210236412711,4.9146768434244805,-0.8737759467102978,0.22487073319689246,0.42064039537929143,-0.17138550738662467,0.5401626789873232,0.42932463854103203,-0.19773460096294368
site1198494,5264,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,0.7654678421395714,-0.28803057034092333,-0.3485611707451227,0.7959139730285895,2.65718733259711,0.4521042735340164,0.8110941509716751
site1198702,5265,38,7,4.662611845766165,4.662611845766165,4.662611845766165,0.6677380643333702,38,38,27.34849763029721,0.6633918675346904,0.8790648957889036,0.6740716003028278,2.4311775300948653,6.722990897614737,-1.5697633708169563,-0.4934148890693047,0.19397934441565318,-0.22964200776583937,-0.01901911691527743,-0.5531091557827261,-0.11292801909933972
site1198896,5266,55,7,6.195219230061435,6.195219230061435,6.195219230061435,0.6677380643333702,55,55,34.22183560399859,0.6633918675346904,0.8451386450378608,0.6977536614251671,2.451800327326565,7.022458232150043,-1.4013686428448562,-0.4495827742938492,-0.025074098263146195,0.12237472075619474,0.02853807045926511,-0.43539996737696807,0.0796072174892834
site1199089,5267,3,7,0.7661115285477377,0.7661115285477377,0.7661115285477377,0.6677380643333702,3,3,0.32859732685459275,0.6633918675346904,0.9814177765154168,0.6461736019192528,1.7394602120170628,3.045917292859023,-1.463738762424726,0.5394297343432346,0.13103110564553894,0.184964048077594,0.07075113853993031,1.2911662024562047,0.739908531394422
site1199285,5268,5,7,1.1041624766780562,1.1041624766780562,1.1041624766780562,0.6677380643333702,5,5,9.806061340228272,0.6633918675346904,0.9281614835579884,0.6961307037025606,2.7122383423672094,8.301337867622829,-0.8367294538371135,-0.42337676905453103,0.7614716284933898,-0.6042900202672715,0.14822935783652824,-0.11512947972892601,-0.7745051304192598
site1199487,5269,2,7,0.5269005295956253,0.5269005295956253,0.5269005295956253,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.085829029923044,1.1790246822236188,0.9082612700786588,0.39372716071784086,-0.5631211130492495,0.8311737440645961,3.2208575350356963,0.7131383754314852,1.3216810637857344
site1199688,5270,14,7,2.3245846161917894,2.3245846161917894,2.3245846161917894,0.6677380643333702,14,14,20.276230951389525,0.6633918675346904,0.8981634174783668,0.7693500280317965,2.5311673485269246,7.000088880396671,-0.9807247609834646,-0.20703424127165643,0.6240789751524879,-0.5362962109866319,-0.22776059901201692,-0.2860413621251958,-0.27912347737194965
site1199879,5271,4,7,0.95427838457628,0.95427838457628,0.95427838457628,0.6677380643333702,4,4,1.1642714389807465,0.6633918675346904,0.9540989246890974,0.784008542390992,2.1564948426593595,4.788212459165557,-0.951928555565207,0.5728331237738974,0.09757399545655379,0.595370042470885,0.8302554951211191,0.8730130285197364,0.8277283961626746
site1200072,5272,4,7,0.9005711053998351,0.9005711053998351,0.9005711053998351,0.6677380643333702,4,4,6.316564887511785,0.6633918675346904,0.8148765240150894,0.8304022028209918,2.4356006616841333,6.4674714993781,-0.7249636741262693,-0.2686821938122418,0.9342960348238072,-0.8099864202218813,-0.32783983713083903,-0.32407645520009487,-1.2633957928572221
site1200275,5273,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,0.7654678421395714,-0.28803057034092333,-0.3485611707451227,0.7959139730285895,2.65718733259711,0.4521042735340164,0.8110941509716751
site1200479,5274,44,7,5.246651968406317,5.246651968406317,5.246651968406317,0.6677380643333702,44,44,27.368719348725524,0.6633918675346904,0.8881913886125108,0.6854504538234529,2.4243942100031695,6.665221163071323,-1.4453122022575247,-0.3441067747544796,0.05330178010564311,-0.052377634244232876,0.0051663373171037825,-0.45110992637099107,0.015193441159955468
site1200674,5275,10,7,1.7788987419525786,1.7788987419525786,1.7788987419525786,0.6677380643333702,10,10,6.907998762268161,0.6633918675346904,0.8325466183973734,0.7340391884268603,2.1244404085384594,5.006335924776945,-0.45097019808196187,0.6095668327094379,-0.20461289011156428,0.6496404530793627,0.12259262726329892,1.215967377037123,0.6101680807320724
site1200867,5276,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.9093610889542463,3.6456597680125546,-0.30352627732717813,0.5653205034685032,0.4986455647272875,0.26670018482054225,-0.31107589697251226,0.05848657149714432,-0.8802494215529519
site1201071,5277,26,7,3.7827606117721966,3.7827606117721966,3.7827606117721966,0.6677380643333702,26,26,25.39852420979748,0.6633918675346904,0.877326076199793,0.7047804207131384,2.6269167168789473,8.151329311934852,-1.2403981433539117,-0.25358357170321993,0.06968132148691496,0.10853671546393989,0.010035624954071436,-0.4124405557961011,-0.1457894381370015
site1201271,5278,40,7,4.940356334008648,4.940356334008648,4.940356334008648,0.6677380643333702,40,40,27.368719348725524,0.6633918675346904,0.8935675074319182,0.7129053448346799,2.5182221284951067,7.183740962908685,-1.5792112281730895,-0.40629469089722564,-0.03586083625658718,-0.10169523401325337,-0.011628654882271923,-0.575956475831384,0.05539715745183258
site1201465,5279,79,7,8.491767844441185,8.491767844441185,8.491767844441185,0.6677380643333702,79,79,37.30252639575706,0.6633918675346904,0.8712595836670809,0.6852923475019584,2.4908997442988676,7.211619817940004,-1.3850040053065227,-0.282664367040789,0.05208018325650192,0.04143125528522926,0.03355461053028397,-0.3075008041381698,0.006456555737687369
site1201658,5280,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.12783337150988489,0.5817056282924836,0.5830874975455405,-1.218550943260172,-0.29125721704440827,0.20482469269445852,-2.0548192659086477
site1201855,5281,11,7,1.9277208103834687,1.9277208103834687,1.9277208103834687,0.6677380643333702,11,11,16.191670820567246,0.6633918675346904,0.9099089413167363,0.6909626292282532,2.6113284228670586,8.125537351236488,-1.01961681930951,0.006152134989725835,0.22502977144195613,0.052693606266163366,0.5048520799305842,-0.3016697734444266,-0.4000904750001907
site1202051,5282,55,7,6.5436422635017495,6.5436422635017495,6.5436422635017495,0.6677380643333702,55,55,33.060494394618665,0.6633918675346904,0.8830142806557747,0.6827403780857622,2.4474953614901516,6.949911849204552,-1.42058375874291,-0.2945529075413319,0.3107719408351365,-0.22774176109960756,-0.19809205999856294,-0.3647990192705961,-0.16863542388280556
site1202249,5283,66,7,7.222374697825415,7.222374697825415,7.222374697825415,0.6677380643333702,66,66,32.60492987299351,0.6633918675346904,0.8668409927792797,0.7137574711992117,2.5057982268000476,7.174743884731965,-1.3737334281023872,-0.3786488444403617,0.023292767054494817,0.12176556557641062,-0.027130872151494713,-0.3628126283258251,0.00914177019622575
site1202840,5284,10,7,1.9284027700515443,1.9284027700515443,1.9284027700515443,0.6677380643333702,10,10,19.22198952931701,0.6633918675346904,0.8985808376454268,0.7372573921607241,2.886592379876889,9.226921541861806,-1.4664574369138041,0.12513724913662266,0.2700535625540593,0.13143525184324253,-0.2664602806439241,-0.029995573055202968,0.1152537441222022
site1203032,5285,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,0.7654678421395714,-0.28803057034092333,-0.3485611707451227,0.7959139730285895,2.65718733259711,0.4521042735340164,0.8110941509716751
site1203225,5286,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-1.8898117000109338,1.529804399425537,0.8746061390920933,-0.6238165124148061,0.9944901452734487,1.091166684464792,0.8746653213097477
site1203608,5287,34,7,4.49316464996684,4.49316464996684,4.49316464996684,0.6677380643333702,34,34,29.185852925740395,0.6633918675346904,0.8971300152496375,0.73541135842529,2.4971230936633773,7.092768059594727,-1.5161849451605949,-0.37971193779290896,0.35918129500066603,-0.17845666345610198,-0.14531325310747348,-0.4673448743909821,-0.23451006635009966
site1203994,5288,4,7,1.0005323099983208,1.0005323099983208,1.0005323099983208,0.6677380643333702,4,4,5.345546727354335,0.6633918675346904,0.8542008617138177,0.8304792950201677,2.5609090773643888,6.916237003536162,-1.1432490870304959,0.04253738502697105,0.7278273021898436,-0.15287815666801707,-0.15049761165263853,-0.36788147631019574,-0.9705183398679893
site1204195,5289,22,7,3.4033103889624052,3.4033103889624052,3.4033103889624052,0.6677380643333702,22,22,22.6470701856618,0.6633918675346904,0.8662187942940845,0.7080963119228716,2.628051341269128,8.257402392001547,-1.4308319235470544,-0.3243021783309495,0.09180129761130881,0.009211655344957779,0.21443379665769585,-0.43420955823517177,-0.2187728498746654
site1204398,5290,47,7,5.47158072634962,5.47158072634962,5.47158072634962,0.6677380643333702,47,47,22.810938997034636,0.6633918675346904,0.8806162581316962,0.6945446902174307,2.426258114778419,6.590450468982876,-1.4390070523351874,-0.4432882571995685,0.10219959616372343,-0.03853874426362555,-0.0871276041569129,-0.5231557869003263,0.04170967059803098
site1204593,5291,61,7,6.817866809665635,6.817866809665635,6.817866809665635,0.6677380643333702,61,61,33.23303233153304,0.6633918675346904,0.876469069381684,0.6927544326265274,2.428456885043697,6.912281489174654,-1.4813329789958234,-0.2770418957745329,-0.051189840551420486,0.05843322288226532,0.06612495816491054,-0.36632848383232697,0.01116444557926884
site1204989,5292,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.9093610889542463,3.6456597680125546,-0.30352627732717813,0.5653205034685032,0.4986455647272875,0.26670018482054225,-0.31107589697251226,0.05848657149714432,-0.8802494215529519
site1205191,5293,71,7,8.107986911967656,8.107986911967656,8.107986911967656,0.6677380643333702,71,71,41.104698927070864,0.6633918675346904,0.856207227792004,0.6871491817600519,2.5848673280407337,7.864106583987957,-1.3102333006702347,-0.21721952866048422,0.15434356278718764,0.05229875909683305,-0.053769719046440755,-0.26899886052470273,-0.008102725697351276
site1205384,5294,46,7,5.577646864212062,5.577646864212062,5.577646864212062,0.6677380643333702,46,46,33.34439615863292,0.6633918675346904,0.8496770510700596,0.6870619688533949,2.4814686732158715,7.2996656032960745,-1.4019798112024076,-0.3499239278063411,0.11993699743492921,0.05500796752469058,0.03363168128174649,-0.5324827903051712,-0.03337471890937667
site1205779,5295,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.12783337150988489,0.5817056282924836,0.5830874975455405,-1.218550943260172,-0.29125721704440827,0.20482469269445852,-2.0548192659086477
site1205980,5296,2,7,0.5698009817727725,0.5698009817727725,0.5698009817727725,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.6132695381745112,2.602638602801803,0.08613561047022664,0.3454387295016135,1.565008607982934,-1.4161753681351286,-0.9171247604883858,-0.7258657436492157,-1.5650086092054654
site1206174,5297,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.4593858961476451,-0.4802457334145611,-0.30093784197807055,0.13475875082905425,1.5571687843011317,-0.07462857613214534,-0.8991722477495767
site1206564,5298,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.7934565202548698,3.216486290044708,-1.1745987980792894,0.524779333005488,0.2868341485570114,-0.2445288807928759,1.2758294647872903,0.5082690541663234,-0.012253463219914495
site1206762,5299,39,7,5.043685096430038,5.043685096430038,5.043685096430038,0.6677380643333702,39,39,27.34849763029721,0.6633918675346904,0.897605036400888,0.7197714768785881,2.5703633139792132,7.267502190189745,-1.5304447614069754,-0.4546408869705414,0.22325283100028095,-0.16944109281809605,-0.02689192482925764,-0.5413850461943306,-0.1844144459061506
site1206961,5300,37,7,4.889740100308726,4.889740100308726,4.889740100308726,0.6677380643333702,37,37,31.76204690087524,0.6633918675346904,0.8796069810693175,0.6758013043444163,2.547247709961887,7.739997492549605,-1.5041865037961561,-0.37417760666584726,0.004553460492796246,-0.037379260560446395,0.11623554028285296,-0.47513495085096397,-0.017329153555594494
site1207154,5301,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.7199014335421248,2.9580609411002556,-0.6324938443590371,0.9428454770341701,0.029300084053292784,1.8137827117881526,-0.9984439051245252,0.5087136183738129,0.2892418664224341
site1207354,5302,8,7,1.5350519179474826,1.5350519179474826,1.5350519179474826,0.6677380643333702,8,8,10.200758855225297,0.6633918675346904,0.8908117617689256,0.8273062564959969,2.4012004828207187,6.173524660396759,-0.6221175334548262,-0.14496702428425506,0.8245287411929763,-0.3632917146252669,-0.2163381057713847,-0.3276368048677975,-0.9931723938859975
site1207749,5303,15,7,2.403002541806766,2.403002541806766,2.403002541806766,0.6677380643333702,15,15,22.15350928441194,0.6633918675346904,0.8780268034553409,0.7451387739188867,2.7715086727333422,8.20540129552251,-1.3303499096177696,0.0018797010819829418,0.3235815302390954,-0.05125174796583062,-0.30479190004055734,-0.04721279624544812,0.04362369386429494
site1208133,5304,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.12783337150988489,0.5817056282924836,0.5830874975455405,-1.218550943260172,-0.29125721704440827,0.20482469269445852,-2.0548192659086477
site1208341,5305,26,7,3.6199089255899057,3.6199089255899057,3.6199089255899057,0.6677380643333702,26,26,30.375503828581483,0.6633918675346904,0.8623850386592072,0.7181489146964984,2.5825697129309626,7.65233593453783,-0.9768739239644898,0.17979641381642844,-0.058201055420814704,0.21893948035726454,0.04131590820906223,0.3244985354187077,0.1452314062849613
site1208539,5306,52,7,6.061094083009941,6.061094083009941,6.061094083009941,0.6677380643333702,52,52,28.340129280067877,0.6633918675346904,0.8695646492336038,0.6894722055612279,2.424902365407279,6.683617217302683,-1.5478969387041384,-0.4286317475598217,-0.04762558484524325,0.05175000339651143,-0.06179766261566151,-0.47291051134523376,0.1261061842649951
site1208732,5307,56,7,6.738953655471456,6.738953655471456,6.738953655471456,0.6677380643333702,56,56,35.43388472875499,0.6633918675346904,0.8506021149489731,0.713293143945146,2.678223845154593,8.076870371692246,-1.3249320473266892,-0.2944200189135391,0.03845375463699074,0.14201312931953056,0.04221975961334893,-0.1591597717340178,0.02188331642593108
site1208924,5308,7,7,1.3195365869420668,1.3195365869420668,1.3195365869420668,0.6677380643333702,7,7,9.551107350784935,0.6633918675346904,0.916336062420844,0.8192910402464808,2.3074780612679313,5.718259941225474,-0.6526990350711702,-0.30008660338270127,0.8939555811327269,-0.8121822864066207,-0.3448681614543256,-0.3280032653701587,-0.99970463497858
site1209133,5309,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.9093610889542463,3.6456597680125546,-0.30352627732717813,0.5653205034685032,0.4986455647272875,0.26670018482054225,-0.31107589697251226,0.05848657149714432,-0.8802494215529519
site1209338,5310,50,7,5.906440592031937,5.906440592031937,5.906440592031937,0.6677380643333702,50,50,28.340129280067877,0.6633918675346904,0.8741983743551858,0.6888323500013297,2.4541227289301175,6.826498965066983,-1.5306036437956472,-0.43565357827861073,-0.012456882404380578,0.03527576789373401,-0.060148805887305395,-0.4873080556193937,0.09963279114914961
site1209724,5311,6,7,1.2961488152818605,1.2961488152818605,1.2961488152818605,0.6677380643333702,6,6,9.016930169792298,0.6633918675346904,0.860532631346903,0.7483789124902627,2.5074621561326573,6.787541791612203,-0.41096890547433573,-0.24996973225052121,0.8186359861853552,-0.4979077175649116,-0.565189005298371,-0.3549110274039269,-1.1356803357557987
site1209929,5312,46,7,5.663787201594443,5.663787201594443,5.663787201594443,0.6677380643333702,46,46,33.34439615863292,0.6633918675346904,0.8626363139030655,0.6899290527107644,2.485295513718053,7.307360761449134,-1.3803357954237923,-0.3342579145833891,0.029732983345419028,0.04118228112302627,0.029904404217166405,-0.4463771382756196,-0.013397765844874746
site1210134,5313,40,7,5.101398690537681,5.101398690537681,5.101398690537681,0.6677380643333702,40,40,26.286040637465256,0.6633918675346904,0.8686139959576059,0.6833814432017966,2.582945968424722,7.677243462425695,-1.2109286599631484,-0.3331973315702772,-0.11287349436778078,0.07148401435424406,0.13960253457058447,-0.3560972659143778,0.12371204525131035
site1210333,5314,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-1.4696759700589417,1.267065991340335,-1.1062635903808014,0.7107630398267011,0.8576183332812803,0.4624512842952268,1.6508398922489855
site1210526,5315,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.9093610889542463,3.6456597680125546,-0.30352627732717813,0.5653205034685032,0.4986455647272875,0.26670018482054225,-0.31107589697251226,0.05848657149714432,-0.8802494215529519
site1210735,5316,20,7,3.197733591066849,3.197733591066849,3.197733591066849,0.6677380643333702,20,20,26.385867963408817,0.6633918675346904,0.928339101844194,0.7180107263466099,2.8025257988623076,8.635190907864787,-1.8488586163240692,-0.3740496414011451,0.23428131823386597,-0.09985485158861843,0.11996562226958464,-0.7209187401840615,-0.09161267160296183
site1210943,5317,2,7,0.6236798190449131,0.6236798190449131,0.6236798190449131,0.6677380643333702,2,2,NA,0.6633918675346904,NA,NA,1.9093610889542463,3.6456597680125546,-0.30352627732717813,0.5653205034685032,0.4986455647272875,0.26670018482054225,-0.31107589697251226,0.05848657149714432,-0.8802494215529519
site1211536,5318,10,7,1.958300860203242,1.958300860203242,1.958300860203242,0.6677380643333702,10,10,16.596870213801836,0.6633918675346904,0.8580143927807912,0.6505280420023368,2.8193388550497795,9.831321385813443,-0.5459263736277956,-0.1719267751032175,0.1581409809938961,0.2972430868136441,0.25316065169537066,-0.19952823836859993,-0.4463577794624262
site1211743,5319,62,7,7.063634675098348,7.063634675098348,7.063634675098348,0.6677380643333702,62,62,34.14019409004442,0.6633918675346904,0.8700559426699267,0.6994856521362229,2.4629678877343433,6.994089149026136,-1.4832159611215012,-0.38536679343959535,0.126724332688179,-0.04739209292181958,-0.007586302818045393,-0.43108327375228295,-0.007981778382733333
site1211940,5320,4,7,0.9707707841222091,0.9707707841222091,0.9707707841222091,0.6677380643333702,4,4,3.8085876892949493,0.6633918675346904,0.8164817569730188,0.7021167208629323,2.581354013980974,7.046059668596499,0.6728912960176437,0.5107488091867904,-0.04441868614827784,0.44838560175309133,0.359017808783656,0.8782544483149193,0.4492785622407255
site1212520,5321,8,7,1.5768194478080932,1.5768194478080932,1.5768194478080932,0.6677380643333702,8,8,13.152228699473593,0.6633918675346904,0.8769346161529181,0.6628360136149539,2.3566203988771925,6.56647539035815,-1.0859363378690634,0.08628318360322425,0.5081650404883281,-0.41720160859996996,0.06805209806745652,0.21427270981983387,-0.04005810346521199
site1212907,5322,3,7,0.7826039280936666,0.7826039280936666,0.7826039280936666,0.6677380643333702,3,3,0.257243293747679,0.6633918675346904,0.9976489803753164,0.7525328819008625,1.612265897522601,2.679371842469191,-0.9792343873265135,1.3504123866372801,0.038798531856266014,0.3685479964596804,0.1792265646719829,0.966493128370097,1.0971789742037128
site1213108,5323,8,7,1.5569798017001244,1.5569798017001244,1.5569798017001244,0.6677380643333702,8,8,10.951896448566705,0.6633918675346904,0.778205954154213,0.752518755643894,3.3417640907071915,11.889015007880348,-0.0698553621733083,0.23966642242806485,0.11282871516102419,0.3561244873052288,0.4777379895268702,0.4647622942251551,0.19396925584789218
site1213311,5324,43,7,5.558807370515287,5.558807370515287,5.558807370515287,0.6677380643333702,43,43,33.34439615863292,0.6633918675346904,0.8544021963195637,0.6907212641738837,2.6182816201585206,8.0110446002858,-1.4101073751457365,-0.41763317987811377,1.653323991607702e-5,0.09398339446150789,-0.008220124576785092,-0.41494603517046413,0.03829337262979955
site1213503,5325,48,7,6.4050515197702085,6.4050515197702085,6.4050515197702085,0.6677380643333702,48,48,38.915038736842305,0.6633918675346904,0.8644905962088713,0.7029896987208201,2.6828118765073796,8.427449176420033,-1.5478611562823397,-0.3603657010351532,0.09881763386864402,0.05737081248868304,0.025241114060353665,-0.42457612721213805,-0.019328290531317727
site1213697,5326,3,7,0.8220642899107067,0.8220642899107067,0.8220642899107067,0.6677380643333702,3,3,0.428217035316471,0.6633918675346904,0.9861419718519469,0.7552529125490761,1.8822470462757999,3.60436407817678,-0.35547948360066706,0.21679842450748177,0.23211776249216812,0.2227197068233795,0.3116723301187024,0.014114855620714427,-0.8865570302851602
site1213902,5327,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,0.7654678421395714,-0.28803057034092333,-0.3485611707451227,0.7959139730285895,2.65718733259711,0.4521042735340164,0.8110941509716751
site1214100,5328,58,7,6.869295642663078,6.869295642663078,6.869295642663078,0.6677380643333702,58,58,31.89433053180346,0.6633918675346904,0.8671370038212264,0.7141400191377568,2.516693979314335,7.243890536602182,-1.3927533582443032,-0.37391323117827796,0.008769628198658019,0.16855176572609654,-0.07714473848616188,-0.46242551341587745,0.08058758285955046
site1214295,5329,27,7,3.810060898802454,3.810060898802454,3.810060898802454,0.6677380643333702,27,27,21.82566604208783,0.6633918675346904,0.89117678747248,0.7282579766329695,2.593734110423631,7.409666841316687,-1.1218259690257908,-0.016265658882871275,-0.2505285296744869,0.21876622798166553,0.3212001805127885,0.16667527268277085,0.24989566151072273
site1214490,5330,3,7,0.8220642899107067,0.8220642899107067,0.8220642899107067,0.6677380643333702,3,3,0.428217035316471,0.6633918675346904,0.9861419718519469,0.7552529125490761,1.8822470462757999,3.60436407817678,-0.35547948360066706,0.21679842450748177,0.23211776249216812,0.2227197068233795,0.3116723301187024,0.014114855620714427,-0.8865570302851602
site1214695,5331,31,7,4.409174911948169,4.409174911948169,4.409174911948169,0.6677380643333702,31,31,33.03976119218851,0.6633918675346904,0.883223606674433,0.7074389439533841,2.8411043162198344,9.256564923293999,-1.300241248252789,-0.19847836683921716,0.21445045228561257,-0.04873347263686537,0.020451448091174912,-0.43058800065124914,-0.2397335133127397
site1214896,5332,21,7,3.333360237093993,3.333360237093993,3.333360237093993,0.6677380643333702,21,21,23.730355300348702,0.6633918675346904,0.8815526041988169,0.7035162344913112,2.700732516128879,8.042038868841967,-1.4390491940365842,-0.4717578978336444,0.16833301335643758,-0.09449465068051838,0.20186505423603637,-0.37697146778296853,-0.18171045609592398
site1215094,5333,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,1.5459411154232336,1.6436569899995284,-1.1113617705030263,0.6863474738191012,-0.16983726779430797,1.6023845314731713,1.3973493066947873
site1215288,5334,1,7,0.3913329616851584,0.3913329616851584,0.3913329616851584,0.6677380643333702,1,1,NA,0.6633918675346904,NA,NA,0,0,-0.12783337150988489,0.5817056282924836,0.5830874975455405,-1.218550943260172,-0.29125721704440827,0.20482469269445852,-2.0548192659086477
site1215487,5335,19,7,3.041505256841446,3.041505256841446,3.041505256841446,0.6677380643333702,19,19,19.619923938361115,0.6633918675346904,0.849400654971033,0.674277398762168,2.655922575625983,8.593353435303884,-1.2952852486325832,-0.17951465550255727,0.13894608720035836,0.09915316388016068,0.05999217319092067,-0.37340214480693285,-0.36958448221168927
