X1,comm,n_sp,n_tr,FDpg,FDw,FDwcomm,qual.FD,nbsp,sing.sp,FRic,qual.FRic,FEve,FDiv,FDis,RaoQ,CWM.Height,CWM.Seed_mass,CWM.LDMC,CWM.SLA,CWM.Leaf_nitrogen,CWM.Leaf_area,CWM.Leaf_phosphorus
site129446,661,30,7,3.5301888870070144,3.5301888870070144,3.5301888870070144,0.6520936290889294,30,30,16.742349483717344,0.597248951486192,0.8562337740345922,0.6540293272936728,2.040019024181998,4.985954624871618,-0.21106466289374196,-0.12772266610466196,0.33940037286329167,-0.26047706290668854,-0.42808523011928173,-0.3045428013340811,-0.5892526922175979
site129640,662,6,7,0.7757612419680273,0.7757612419680273,0.7757612419680273,0.6520936290889294,6,6,2.0893347540316216,0.597248951486192,0.821257009053081,0.6569699825941984,1.30850481463025,2.108815089400342,-0.5972419279568129,-0.061276550853828764,0.22632469076676684,-0.23004913539536959,-0.43701498732339716,-0.7527443068739779,-0.6840684349156378
site129837,663,6,7,0.9971506180364794,0.9971506180364794,0.9971506180364794,0.6520936290889294,6,6,2.450244815727467,0.597248951486192,0.9039274484205647,0.8087660300675734,2.0372387054242957,4.295087900120497,-1.0959605074041316,0.037396137402929526,0.5601074605593385,-0.7186852988298611,-0.22468313176325577,-0.797185076568495,-0.45868028128841226
site130030,664,22,7,2.767808062125974,2.767808062125974,2.767808062125974,0.6520936290889294,22,22,20.318973190505623,0.597248951486192,0.8296846673737623,0.6721960419633872,2.1042884285414005,5.393106687196584,-0.3029374444087186,-0.06966773111555626,0.5070507931132903,-0.2231014109039773,-0.41859683981304197,-0.4477932683483215,-0.3408942192098382
site130226,665,31,7,3.772791856706089,3.772791856706089,3.772791856706089,0.6520936290889294,31,31,22.174218596634113,0.597248951486192,0.8588476796070147,0.649997623652274,2.29108052422662,6.403725933927085,0.012920422829842945,-0.12214507161195073,0.2215800728819687,-0.26326930432230067,-0.278745661508522,-0.21096158222863895,-0.46090441341159616
site130421,666,12,7,1.5155287710150926,1.5155287710150926,1.5155287710150926,0.6520936290889294,12,12,3.759799481611295,0.597248951486192,0.9232546046131845,0.6714719902044964,1.6892165272344128,3.084689598467746,-0.5419316667592394,-0.18619024099489132,0.008737399406390397,-0.23899696353673328,0.0011781189120058863,-0.4606620663133949,-0.47986391871879647
site130623,667,5,7,0.8609562358988052,0.8609562358988052,0.8609562358988052,0.6520936290889294,5,5,2.1586118096109868,0.597248951486192,0.8884653038056246,0.7857652354102088,1.989738869945559,4.183088196899477,-0.9400986664418692,-0.09028584723414326,0.7630886638948399,-0.7852182495558123,-0.4132891426665099,-0.9559431317395019,-0.5804844738879713
site130815,668,48,7,5.051979244562525,5.051979244562525,5.051979244562525,0.6520936290889294,48,48,25.22171816499989,0.597248951486192,0.8248297062005918,0.7148932908539343,2.0149266136738766,4.931604753027029,-0.32534559063240187,-0.05521927795636994,0.2451312847042472,-0.17986298853271718,-0.20886783228029332,-0.34065589218352166,-0.2957623256639952
site131011,669,37,7,4.3318520907826334,4.3318520907826334,4.3318520907826334,0.6520936290889294,37,37,23.17417930346635,0.597248951486192,0.8670294259330559,0.7067955525052935,2.2701894561215137,6.091690797484382,-0.0905420522337155,0.1842527467096072,0.18273446613080896,-0.17956924535515587,-0.059965916908900165,-0.0645781793375887,-0.13631520981874715
site131205,670,5,7,0.806530845631992,0.806530845631992,0.806530845631992,0.6520936290889294,5,5,1.4782216534585604,0.597248951486192,0.8100131417593935,0.7217683442504885,1.4633036533287005,2.279561750093814,-0.14662536378147206,-0.029319232106027472,0.948388062364825,-0.7171066017958256,-0.1994228175563607,-0.36518597542541564,-0.8114117292743315
site131397,671,136,7,12.187459101735305,12.187459101735305,12.187459101735305,0.6520936290889294,136,136,36.48882485816632,0.597248951486192,0.8814335128077091,0.6970714402077964,2.392598109027479,6.563507071585171,0.21177937233152422,-0.001094195846783147,-0.023122126378159236,0.007079808284039915,0.04054512032161709,0.20632086846374584,0.07746562739224708
site131597,672,16,7,2.083325990556737,2.083325990556737,2.083325990556737,0.6520936290889294,16,16,11.50418467997575,0.597248951486192,0.801824968803603,0.6096199104607101,1.8565410546692251,4.665102817900073,-0.336855167971911,0.00752438033674375,0.23306763275817077,-0.2929647201842845,-0.15213397065564865,-0.6727572456545314,-0.48571582996732854
site131792,673,8,7,1.0752867821468808,1.0752867821468808,1.0752867821468808,0.6520936290889294,8,8,2.4591397716990517,0.597248951486192,0.9416529579602472,0.696853743103408,1.4801897510401176,2.471083118462338,-0.7032361378984497,-0.2254473057649915,1.1959254291755492,-0.8138648467708645,-0.5095878293879238,-1.0825239975530039,-0.7457152512078208
site131984,674,6,7,0.9039752079545277,0.9039752079545277,0.9039752079545277,0.6520936290889294,6,6,2.4041575864854794,0.597248951486192,0.8997216610852368,0.7322356540669153,1.641834807013263,2.945774886383086,-0.716509387220681,-0.1703528307716103,1.0535635572201054,-0.7170996481299907,-0.48181958002929504,-1.0572976585652565,-0.6871676127708668
site132178,675,144,7,12.59129320796579,12.59129320796579,12.59129320796579,0.6520936290889294,144,144,38.33381174312235,0.597248951486192,0.892312731356918,0.6829309878626394,2.401699405671051,6.621893211887532,0.10814804705821528,-0.035780025697835685,0.018217994520186943,-0.012474243111739978,-0.11200654299025578,0.16740542473029543,0.010145486844798882
site132383,676,19,7,2.4459933215277085,2.4459933215277085,2.4459933215277085,0.6520936290889294,19,19,14.704300140155551,0.597248951486192,0.8445662654396978,0.7023470562176577,2.1123123753256414,5.345670450909779,-0.22481909634195388,-0.1313211185331281,-0.10719592772285122,-0.1510588950873517,0.13964543871342183,-0.22514018806207012,0.044550196419221776
site132580,677,7,7,0.9857580371203681,0.9857580371203681,0.9857580371203681,0.6520936290889294,7,7,2.6293912480162636,0.597248951486192,0.8649156502552372,0.7147709713819401,1.4692284502845465,2.500826567612144,-0.7857440955588987,-0.18489582134957555,1.3689954333317431,-0.8467999800052537,-0.502215906274806,-1.1674429188812845,-0.5993496673259932
site132776,678,10,7,1.2632872382429623,1.2632872382429623,1.2632872382429623,0.6520936290889294,10,10,3.267761198217574,0.597248951486192,0.8619228414093739,0.7063315592627968,1.5254429908788893,2.6646152551742284,-0.7884484409201394,-0.0701984598266548,1.210778133584889,-0.8449193365883745,-0.5145181254698269,-0.8806608916913635,-0.7783812980904602
site132967,679,30,7,3.90237160906121,3.90237160906121,3.90237160906121,0.6520936290889294,30,30,22.995733804286235,0.597248951486192,0.8628098239939946,0.6582342725391107,2.300641960116159,6.210806060804676,-0.41155259255442966,-0.2333744127515605,0.5621934332749156,-0.3264706540881298,-0.3203123408488391,-0.454731953834881,-0.2963293856505577
site133168,680,9,7,1.1764782852890507,1.1764782852890507,1.1764782852890507,0.6520936290889294,9,9,3.3003834890165615,0.597248951486192,0.8831146384983102,0.6587992089816577,1.58000574592222,2.828436463748941,-0.6087806298596271,-0.12051180637302959,0.3090355422964087,-0.320725138904869,-0.2530017833145773,-0.6004301073016551,-0.5471831236801181
site133367,681,2,7,0.37430731688542096,0.37430731688542096,0.37430731688542096,0.6520936290889294,2,2,NA,0.597248951486192,NA,NA,1.1763611758124033,1.38382561595874,-0.9287124990103302,0.44654388677245427,-0.3728948175316168,-0.28140995853273304,0.33480165528625844,0.5130235477607802,0.08831299699530538
site133567,682,11,7,1.4555488707270938,1.4555488707270938,1.4555488707270938,0.6520936290889294,11,11,5.64045097714891,0.597248951486192,0.8030978284236425,0.7053765067402478,1.868758949834909,4.296001940204197,-0.9241179708977649,-0.060004366270376835,1.163197987131503,-0.7552743233081108,-0.35839318371536166,-0.8674993116880474,-0.5060015841694063
site133760,683,26,7,3.197517799150316,3.197517799150316,3.197517799150316,0.6520936290889294,26,26,21.446066242360967,0.597248951486192,0.867527160577548,0.6818843170387962,2.321683081761937,6.256346202247205,-0.32123965255707015,-0.12760137633101304,0.5501800670249819,-0.3453519054000173,-0.14999318410558354,-0.2645475454055325,-0.19399010057764865
site133963,684,47,7,5.498534997771183,5.498534997771183,5.498534997771183,0.6520936290889294,47,47,37.201686685540835,0.597248951486192,0.8458028627364568,0.6366054242532375,2.3408993317320803,6.672713996030213,0.2153196238391009,0.11741026264333657,0.01673773550222377,-0.08107912680329893,0.1721126659443723,-0.17045793296386155,0.027962930864550373
site134162,685,2,7,0.451173554275893,0.451173554275893,0.451173554275893,0.6520936290889294,2,2,NA,0.597248951486192,NA,NA,2.019709393099386,4.079226032573883,-1.5269586318028165,0.23316839915736978,0.6871937678877331,-0.6659856870843572,-0.48837825041036637,-0.7120465432303555,-0.49856411873637063
site134367,686,109,7,10.131219206022243,10.131219206022243,10.131219206022243,0.6520936290889294,109,109,33.68130979672139,0.597248951486192,0.8826805982205643,0.6789944343072997,2.292175697112308,6.108734132471016,0.047006578746163236,0.018615527492984688,0.005489922938997211,-0.050248102902707266,-0.04076806757365014,0.04013788296854749,-0.05728271922410449
site134562,687,69,7,7.005294280303102,7.005294280303102,7.005294280303102,0.6520936290889294,69,69,32.23456691986888,0.597248951486192,0.8567681210164388,0.6582958798917703,2.2802360528465693,6.1666774573957195,-0.023808009308799085,-0.10716653590562822,0.31713022117630785,-0.13218626279353507,-0.37522399715478033,-0.07160343786250106,-0.2812185334322216
site134763,688,88,7,8.351323148068557,8.351323148068557,8.351323148068557,0.6520936290889294,88,88,26.745964366537706,0.597248951486192,0.8785234876558158,0.7139849585861032,2.349575274052221,6.315643247958773,0.20933265845377697,0.02206007093493418,-0.032279559705893544,-0.08622335155611666,0.12908140082191472,0.09082283859591672,0.08275324563966012
site134962,689,5,7,0.8182920625575499,0.8182920625575499,0.8182920625575499,0.6520936290889294,5,5,2.1139396588340045,0.597248951486192,0.8461411344506788,0.7852624722860451,2.088986901273015,4.740160835902805,-0.847233479204559,0.00426294577078915,0.9679355691183384,-0.4796862992979636,-0.9735596973138723,-0.6736897470289686,-0.1345564679002639
site135163,690,22,7,2.7540976215129467,2.7540976215129467,2.7540976215129467,0.6520936290889294,22,22,22.040501149136883,0.597248951486192,0.9034640295397948,0.6385631862696857,2.2241833119592136,5.677209676507253,-0.20185331858385386,0.09163364544981763,0.02006892529456703,0.05076500066163369,-0.04656241567509611,-0.05416274816321494,0.05055128156294127
site135358,691,21,7,2.9229069638983396,2.9229069638983396,2.9229069638983396,0.6520936290889294,21,21,26.71656466575149,0.597248951486192,0.8851437306995102,0.693183107958411,2.564370692907451,7.537426614614787,-0.21100801391751078,-0.08293788465264727,0.7760082141288631,-0.4678613428095876,-0.3082362811903482,-0.32857418165052754,-0.3225346330242894
site135554,692,18,7,1.988154698877742,1.988154698877742,1.988154698877742,0.6520936290889294,18,18,9.665962518372925,0.597248951486192,0.8042150018665637,0.6802489661380254,1.7009299926535932,3.6550450544014974,-0.6978436841942164,0.03586048893788259,0.921149661622724,-0.5340301849263505,-0.4826395760017575,-0.6470364821023847,-0.6696415022304697
site135753,693,45,7,5.067896430230314,5.067896430230314,5.067896430230314,0.6520936290889294,45,45,29.8235560344705,0.597248951486192,0.8669949297527161,0.7014971395623013,2.2784870340760675,6.064020329000552,0.11910914337423872,0.0511914086473301,0.020182105683605244,-0.1077771427545431,0.2612107836527376,-0.15660200825151271,0.00949455146024001
site135951,694,5,7,0.8690187783915663,0.8690187783915663,0.8690187783915663,0.6520936290889294,5,5,1.7779671389902283,0.597248951486192,0.9309307800140134,0.6937655790150976,1.9751880612910475,4.142948470533009,-0.6252375524881337,-0.18909584817512534,0.30768879200422966,-0.6521942469218454,-0.35234492669537304,-0.9146172848237764,-0.5052215299547694
site136142,695,19,7,2.319259957545991,2.319259957545991,2.319259957545991,0.6520936290889294,19,19,9.735552824198665,0.597248951486192,0.834553750156941,0.7269790545188262,1.8087859498370187,3.8946288120623827,-0.6541968964711065,-0.002303504578536701,0.7631194626537074,-0.4629357218086534,-0.2392076709949714,-0.5617038010513363,-0.4927294165723246
site136341,696,35,7,4.051904666485348,4.051904666485348,4.051904666485348,0.6520936290889294,35,35,20.93089070862462,0.597248951486192,0.8577061766249648,0.6795604963518579,2.1397017840354393,5.358239284078175,-0.18264671818653946,-0.1104024977314433,0.13956009331886599,0.047168366877884546,-0.23643566558915596,-0.13188885699391348,-0.2197875451969384
site136533,697,146,7,12.81508888113168,12.81508888113168,12.81508888113168,0.6520936290889294,146,146,36.23651349147698,0.597248951486192,0.89248962643162,0.6967943371631867,2.3286941175823253,6.243862658928826,0.06803195119457645,0.043974249937371535,-0.0372488347469446,-0.04162227489363332,-0.02294920300577456,0.18433480615999107,0.02642320034928622
site136726,698,4,7,0.6409432195816885,0.6409432195816885,0.6409432195816885,0.6520936290889294,4,4,0.7125184403129611,0.597248951486192,0.9700741861437427,0.8049101700299898,1.4445073294960666,2.094134569897608,-0.5182888851986428,0.11441783689352414,-0.3513338954721712,-0.3889876773861318,0.678263726926153,-0.044293432534425255,0.4593834005287862
site136926,699,8,7,1.0454000983742642,1.0454000983742642,1.0454000983742642,0.6520936290889294,8,8,2.6293912480162636,0.597248951486192,0.8613051921252046,0.7114939218379314,1.4009526448352287,2.3086013371224814,-0.7794637407475441,-0.19483079237878756,1.3500436471043629,-0.8986626605322463,-0.5157126262352513,-1.1721041217248669,-0.7168482948319291
site137119,700,133,7,11.79439710197212,11.79439710197212,11.79439710197212,0.6520936290889294,133,133,37.51322698288717,0.597248951486192,0.8951694618206087,0.6952764635044939,2.343491237742173,6.286945633048618,0.1366308436276272,0.03787770825422995,-0.025508719473222728,0.03346381102765022,-0.01540454179467107,0.24120139567370252,0.07013627806719894
site137318,701,19,7,2.384947777222102,2.384947777222102,2.384947777222102,0.6520936290889294,19,19,11.912508143043853,0.597248951486192,0.8236439514662783,0.6522581340092856,1.9181284961018468,4.808673839576715,-0.34016551334763934,-0.03516155305242324,0.0941552090884421,-0.18632088011822753,-0.22508482541999636,-0.3152252706954426,-0.3907219353577379
site137513,702,8,7,1.0454000983742642,1.0454000983742642,1.0454000983742642,0.6520936290889294,8,8,2.6293912480162636,0.597248951486192,0.8613051921252046,0.7114939218379314,1.4009526448352287,2.3086013371224814,-0.7794637407475441,-0.19483079237878756,1.3500436471043629,-0.8986626605322463,-0.5157126262352513,-1.1721041217248669,-0.7168482948319291
site137711,703,8,7,1.1843502805828003,1.1843502805828003,1.1843502805828003,0.6520936290889294,8,8,2.8852945922776057,0.597248951486192,0.9093368929470298,0.6660141003127067,1.7961461093616844,3.5397285488830423,-0.6017301677380644,-0.22114379001147638,0.6926547072580522,-0.6919476089685822,-0.48197416044674263,-0.810809165859194,-0.6576660018990101
site137905,704,109,7,10.110653567872452,10.110653567872452,10.110653567872452,0.6520936290889294,109,109,29.717317641138308,0.597248951486192,0.8782703226553635,0.712409007671849,2.3434913523634484,6.230862117828997,0.24070471870388963,0.0684458987698075,-0.018995851177948213,-0.08403508169353835,-0.014333028172140253,0.185290282089845,0.0010349995957382211
site138103,705,19,7,2.506976218362325,2.506976218362325,2.506976218362325,0.6520936290889294,19,19,21.829821327583723,0.597248951486192,0.8192584446791502,0.6461401064361452,2.397742143613695,7.192379547908054,-0.31971258337389485,-0.08078747146154937,0.3988232855509324,-0.21922509507336607,-0.5760468150820853,-0.4111533404835628,-0.328357097005485
site138295,706,5,7,0.7716848789018695,0.7716848789018695,0.7716848789018695,0.6520936290889294,5,5,0.948731979466575,0.597248951486192,0.9069225624481091,0.904175888528108,1.3779352559259765,1.9679396644962475,-0.9773570530185126,-0.14086017539852522,1.1207705641066505,-0.572968104377627,-1.1605398560432247,-1.0266621302312022,-1.0362042143970434
site138492,707,7,7,0.9857580371203681,0.9857580371203681,0.9857580371203681,0.6520936290889294,7,7,2.4591397716990517,0.597248951486192,0.9364091717189292,0.7103388703059464,1.5026053579398488,2.549721487525591,-0.7760570376860294,-0.1927395823938209,1.2727819531319666,-0.8631916572757512,-0.47082320729952803,-1.2043547301137636,-0.6888071965920133
site138683,708,149,7,13.087357639585276,13.087357639585276,13.087357639585276,0.6520936290889294,149,149,39.18756826384252,0.597248951486192,0.8838731209674399,0.6808315744076064,2.3930180897635207,6.6039256788954575,0.15872144371937721,-0.04252731121366755,0.04913526213853718,-0.04090038757614676,-0.08741034113201898,0.11257205510285694,-0.035450612179244466
site138887,709,5,7,0.793294298797337,0.793294298797337,0.793294298797337,0.6520936290889294,5,5,0.9830962797736946,0.597248951486192,0.852834944202702,0.8287347292413035,1.217506527994317,1.5199725527923689,-0.521827675549444,-0.22932884363800557,1.1088890786997416,-0.7135362622293244,-0.2695693594936484,-0.7884761079630207,-0.5296132842873298
site139081,710,22,7,2.684355977327459,2.684355977327459,2.684355977327459,0.6520936290889294,22,22,16.369095073049284,0.597248951486192,0.8946273172591888,0.7154454472521002,2.4146799389451794,6.310760183089744,-0.467328799621709,-0.3446169706357898,-0.09337302317253529,0.2474549565128919,0.21242700800795503,0.11197405904244354,0.382529303402465
site139277,711,4,7,0.7417413984571091,0.7417413984571091,0.7417413984571091,0.6520936290889294,4,4,1.7779671389902283,0.597248951486192,0.9462091348904057,0.7788610816129964,1.9732576509117294,4.161977274211565,-0.8804614452047894,-0.0604899934742906,0.4965643068951412,-0.745035104702613,-0.0928355724397005,-0.8397543432375647,-0.43873836256443305
site139469,712,19,7,2.4851181156526523,2.4851181156526523,2.4851181156526523,0.6520936290889294,19,19,13.86086438383798,0.597248951486192,0.873755396648948,0.6911315954680308,2.156592696990993,5.324719266309668,-0.6475264789315504,0.06752948047150861,0.7965097163809818,-0.5032029522661549,-0.325994498668953,-0.44258243401402575,-0.4183893966836098
site139668,713,73,7,7.506621858570272,7.506621858570272,7.506621858570272,0.6520936290889294,73,73,26.675331071229728,0.597248951486192,0.8559697947651297,0.7138680186795566,2.49530570123933,7.221072707830822,0.0626498665901772,-0.021813672581112022,-0.10158724463977442,0.1349471054959573,0.4045257999805408,-0.15343899770717523,0.1991266957636579
site139860,714,2,7,0.451173554275893,0.451173554275893,0.451173554275893,0.6520936290889294,2,2,NA,0.597248951486192,NA,NA,2.019709393099386,4.079226032573883,-1.5269586318028165,0.23316839915736978,0.6871937678877331,-0.6659856870843572,-0.48837825041036637,-0.7120465432303555,-0.49856411873637063
site140054,715,165,7,13.828496676771763,13.828496676771763,13.828496676771763,0.6520936290889294,165,165,33.71712892825442,0.597248951486192,0.8866371656925389,0.698154919828409,2.3738493818909094,6.441066834929899,0.15970917305046523,0.00414003408406168,-0.035895248531507044,-0.04925045296180127,-0.01917735923897841,0.14318825238041574,0.0927239429394365
site140254,716,36,7,4.354574881358853,4.354574881358853,4.354574881358853,0.6520936290889294,36,36,25.483344305215468,0.597248951486192,0.8891637069289371,0.679144349838812,2.374941932820889,6.755045691447817,-0.043788134254895014,-0.08150024499812764,0.010375255092401711,-0.13025979098030213,0.08268103499586177,-0.013159832618617308,0.0020451141562153
site140452,717,5,7,0.8129032050755133,0.8129032050755133,0.8129032050755133,0.6520936290889294,5,5,1.3386529189375511,0.597248951486192,0.8553014327691825,0.6888399078145607,1.6108247816514534,2.909964934223175,-0.8762763636091756,-0.18500020791880598,1.2352829367484113,-0.7841117083549801,-0.6135095485243387,-1.3925541643573336,-0.5677263752105951
site140653,718,11,7,1.4555488707270938,1.4555488707270938,1.4555488707270938,0.6520936290889294,11,11,5.64045097714891,0.597248951486192,0.8030978284236425,0.7053765067402478,1.868758949834909,4.296001940204197,-0.9241179708977649,-0.060004366270376835,1.163197987131503,-0.7552743233081108,-0.35839318371536166,-0.8674993116880474,-0.5060015841694063
site140847,719,63,7,6.435808041080208,6.435808041080208,6.435808041080208,0.6520936290889294,63,63,32.454258695213724,0.597248951486192,0.8621938118529626,0.6506112837978262,2.2856931015210855,6.131795355715112,-0.02879632981444643,-0.04275519181781843,0.45585931459674817,-0.27076816339783266,-0.4097237116532754,-0.0709627007535223,-0.3101015357496131
site141049,720,52,7,5.8624926072100525,5.8624926072100525,5.8624926072100525,0.6520936290889294,52,52,33.04675818053711,0.597248951486192,0.8329390146633112,0.6742963065001195,2.500938476432373,7.456871878335153,0.03393219003024757,-0.11791804989955747,0.2192195557832985,-0.17040607576688171,-0.17557431470964738,-0.2677406403999644,-0.30356398279704266
site141243,721,5,7,0.7710218330790882,0.7710218330790882,0.7710218330790882,0.6520936290889294,5,5,1.4736070438701163,0.597248951486192,0.8725377890252162,0.6558097833360975,1.537668944022842,2.6683006513775083,-0.9851933074400326,-0.1539052065077432,0.9134204933508414,-0.43051518526509314,-0.4798141279549454,-0.826278423076333,-0.6302105247457236
site141444,722,5,7,0.8609562358988052,0.8609562358988052,0.8609562358988052,0.6520936290889294,5,5,2.1586118096109868,0.597248951486192,0.8884653038056246,0.7857652354102088,1.989738869945559,4.183088196899477,-0.9400986664418692,-0.09028584723414326,0.7630886638948399,-0.7852182495558123,-0.4132891426665099,-0.9559431317395019,-0.5804844738879713
site141638,723,5,7,0.7741254555268193,0.7741254555268193,0.7741254555268193,0.6520936290889294,5,5,1.6049770571515898,0.597248951486192,0.8366358006848073,0.738807617770762,1.5047565002183192,2.532902777970695,-1.0326490370004533,-0.11170560119143327,1.211646063985174,-0.6636530781397033,-0.965351792805795,-1.1669072324849397,-0.6656226585352183
site141843,724,51,7,5.7067206822342484,5.7067206822342484,5.7067206822342484,0.6520936290889294,51,51,32.69726990218776,0.597248951486192,0.835185980262211,0.6744807988620939,2.273548294425525,6.255675768872543,-0.01437746850568184,0.041137292522079684,-0.029914002990043206,-0.0867738886326422,0.1037936293558234,-0.05893042971479574,-0.05242253413970189
site142039,725,13,7,1.7477835008782292,1.7477835008782292,1.7477835008782292,0.6520936290889294,13,13,5.887443617209792,0.597248951486192,0.9096376297581209,0.7447107103468157,1.831274461854651,3.5539939386156303,-0.3558561191250845,-0.1061566873243398,0.22014116754656052,-0.496595733153102,-0.18970428406719206,-0.3362185158557139,-0.4948452208771455
site142239,726,4,7,0.7417413984571091,0.7417413984571091,0.7417413984571091,0.6520936290889294,4,4,1.7779671389902283,0.597248951486192,0.9462091348904057,0.7788610816129964,1.9732576509117294,4.161977274211565,-0.8804614452047894,-0.0604899934742906,0.4965643068951412,-0.745035104702613,-0.0928355724397005,-0.8397543432375647,-0.43873836256443305
site142437,727,7,7,0.9857580371203681,0.9857580371203681,0.9857580371203681,0.6520936290889294,7,7,2.6293912480162636,0.597248951486192,0.8649156502552372,0.7147709713819401,1.4692284502845465,2.500826567612144,-0.7857440955588987,-0.18489582134957555,1.3689954333317431,-0.8467999800052537,-0.502215906274806,-1.1674429188812845,-0.5993496673259932
site142632,728,20,7,2.444889935012665,2.444889935012665,2.444889935012665,0.6520936290889294,20,20,19.159821927101707,0.597248951486192,0.8198255649254131,0.6160438600115088,2.0295316758032262,5.24020748028795,-0.12702839669828148,-0.10989032948114417,0.5173091018718462,-0.357283056437226,-0.4930730517601779,-0.41501516265275634,-0.8282239318832415
site142835,729,13,7,1.5208751409006978,1.5208751409006978,1.5208751409006978,0.6520936290889294,13,13,8.044888972023644,0.597248951486192,0.788754031090871,0.7321222838461796,1.7638426837058174,3.86108775282224,-0.2601459387525094,0.15004309619918096,0.44729518645188954,-0.5469837985501259,-0.4542818985924597,-0.4771306845799432,-0.5401353318082311
site143028,730,2,7,0.451173554275893,0.451173554275893,0.451173554275893,0.6520936290889294,2,2,NA,0.597248951486192,NA,NA,1.2268001046425001,1.5050384967508454,-1.1744740680867296,0.33881803365022833,-0.04148982101918977,-0.10129638376031327,0.08064172523851343,-0.21469391076191924,-0.2936816602515432
site143227,731,7,7,1.1155339831921218,1.1155339831921218,1.1155339831921218,0.6520936290889294,7,7,4.417506838311345,0.597248951486192,0.8546962065389734,0.7000249055141156,2.0429470834126278,4.977388973746846,-0.8468422303343719,-0.08842313273598106,0.9692814440456102,-0.5767993827611324,-0.16464180737229023,-0.9477576557041393,-0.2980320206477822
site143420,732,106,7,10.081604908591562,10.081604908591562,10.081604908591562,0.6520936290889294,106,106,39.36194538215175,0.597248951486192,0.8825619856162262,0.6777805449934539,2.492507572895595,7.128575921843568,0.1087515147553868,-0.07594892241739727,0.22038259840352104,-0.058008953763233055,-0.24507262593520418,0.0897379339207299,-0.04953761614787266
site143626,733,103,7,9.604535828425103,9.604535828425103,9.604535828425103,0.6520936290889294,103,103,43.27653295725494,0.597248951486192,0.8561756216028201,0.6494740242587446,2.2846314492782205,6.422470279617315,0.12647266494582812,0.009480531449476784,0.04190706112166577,-0.0748222890391384,-0.006615256046564581,-0.07047713721384703,-0.00624981875028391
site143824,734,18,7,2.0275734448949634,2.0275734448949634,2.0275734448949634,0.6520936290889294,18,18,11.871214712542676,0.597248951486192,0.8284264728950178,0.6751700627598324,1.8144506364166786,3.9697204113351345,-0.5443016778715415,-0.22388627857150756,0.4949821760041375,-0.37167201212116835,-0.6400827168492473,-0.5648368396360243,-0.3510704404643269
site144021,735,24,7,3.18113463463062,3.18113463463062,3.18113463463062,0.6520936290889294,24,24,22.77850158488368,0.597248951486192,0.8655905135261043,0.6744369202330275,2.6217637434204133,7.974035579685569,-0.1681840203377176,-0.13438087886559594,0.17153078837165456,0.02070628463929668,-0.30964335072847654,-0.0920024459066571,-0.01815858020265098
site144214,736,124,7,11.271342461799062,11.271342461799062,11.271342461799062,0.6520936290889294,124,124,36.23651349147698,0.597248951486192,0.8886604570484959,0.6933068784642418,2.358555743439515,6.454158040104832,0.1385754135693563,0.05756409321358432,0.034590187549974664,-0.006624975793335865,-0.08779295441791946,0.18507459509864235,0.04362226462106887
site144416,737,134,7,11.745880083228329,11.745880083228329,11.745880083228329,0.6520936290889294,134,134,32.04652585238524,0.597248951486192,0.8875396793750903,0.6977072427034732,2.3430449595588874,6.302488272997697,0.1271952263094131,0.010031508348170745,-0.02553019199758927,-0.016966418649196745,-0.049215285708472944,0.2685970536008054,0.058976809231995816
site144618,738,5,7,0.9358379750631831,0.9358379750631831,0.9358379750631831,0.6520936290889294,5,5,3.878972335392331,0.597248951486192,0.7761796306491832,0.6736212956103631,1.946611498392738,4.513782099746573,0.3661829782462453,0.26239023711634724,0.5650080334622427,-0.6954882163347894,-0.814850991473254,-0.7264762211941943,-0.9922891733505809
site144813,739,4,7,0.695231625486319,0.695231625486319,0.695231625486319,0.6520936290889294,4,4,1.4119846462429677,0.597248951486192,0.8668641354678829,0.8158816162420157,1.3971233692487934,2.162449615605291,-0.6560825188209248,-0.36025183840718733,1.001060860967791,-0.7040665329850834,-0.014442292218686995,-0.3682260199509258,-0.5567670839529522
site145006,740,8,7,1.0686619310789471,1.0686619310789471,1.0686619310789471,0.6520936290889294,8,8,2.5404453737815227,0.597248951486192,0.8566352272183527,0.7372131409451291,1.3947068285284518,2.25554986106849,-0.6563190267469445,-0.2254473057649915,1.2036366058027368,-0.8389909535657522,-0.4014422212893697,-1.0232304447099212,-0.7164236341239727
site145201,741,138,7,12.455557068212034,12.455557068212034,12.455557068212034,0.6520936290889294,138,138,36.767778865861544,0.597248951486192,0.8791257491931384,0.679420591078805,2.383064148484896,6.542230996501569,0.18907214886303383,0.07843761339434703,-0.044867003662454615,-0.007125544440540311,0.016938035368029392,0.2041725609778471,0.0864883588635682
site145404,742,28,7,3.4586383791018953,3.4586383791018953,3.4586383791018953,0.6520936290889294,28,28,22.233393074644034,0.597248951486192,0.860003904054787,0.6396991734080857,2.2648126935867805,6.218411576175712,-0.354641700672906,-0.07705973208126578,0.41894318913203954,-0.17029778635046974,-0.34509869076195626,-0.5381882482524104,-0.2107261711723643
site145599,743,8,7,1.0752867821468808,1.0752867821468808,1.0752867821468808,0.6520936290889294,8,8,2.6293912480162636,0.597248951486192,0.8803717065074318,0.69794540940647265,1.4611857535175077,2.4426097671814135,-0.7117123135372104,-0.2185840148512768,1.2801122243503535,-0.7995221291591792,-0.537056440991292,-1.0502261627245846,-0.6674399131000531
